  Time         LC_1         LC_2         LC_3         LC_4 Palpation Force        X_pos        Y_pos
0.0000        12.38        13.29        13.19        14.12        52.98       150.06       145.16
0.0010        11.73        12.58        12.51        13.37        50.18       150.05       145.12
0.0020        11.06        11.88        11.82        12.63        47.39       150.04       145.09
0.0030        10.43        11.22        11.14        11.89        44.68       150.03       145.05
0.0040         9.75        10.52        10.45        11.15        41.87       150.03       145.00
0.0050         9.09         9.82         9.76        10.41        39.08       150.04       144.96
0.0060         8.44         9.12         9.07         9.69        36.32       150.06       144.92
0.0070         7.77         8.42         8.35         8.94        33.49       150.08       144.88
0.0080         7.11         7.72         7.66         8.19        30.68       150.12       144.84
0.0090         6.45         7.02         6.97         7.46        27.90       150.17       144.81
0.0100         5.80         6.34         6.27         6.73        25.14       150.24       144.76
0.0110         5.13         5.62         5.58         5.99        22.32       150.33       144.70
0.0120         4.48         4.89         4.89         5.25        19.51       150.40       144.66
0.0130         3.83         4.19         4.25         4.50        16.77       150.42       144.57
0.0140         3.17         3.48         3.56         3.75        13.96       150.42       144.47
0.0150         2.51         2.77         2.87         3.01        11.16       150.43       144.36
0.0160         1.86         2.07         2.17         2.27         8.37       150.45       144.18
0.0170         1.21         1.36         1.48         1.53         5.58       150.42       143.92
0.0180         0.56         0.65         0.73         0.78         2.71       150.69       143.72
0.0190         0.00         0.00         0.00         0.00         1.00       135.64       129.26
0.0200         0.00         0.00         0.00         0.00         1.00       120.56       114.81
0.0210         0.00         0.00         0.00         0.00         1.00       105.48       100.37
0.0220         0.00         0.00         0.00         0.00         1.00        90.41        85.91
0.0230         0.00         0.00         0.00         0.00         1.00        75.38        71.51
0.0240         0.00         0.00         0.00         0.00         1.00        60.38        57.13
0.0250         0.00         0.00         0.00         0.00         1.00        45.35        42.78
0.0260         0.00         0.00         0.00         0.00         1.00        30.31        28.48
0.0270         0.00         0.00         0.00         0.00         1.00        15.30        14.27
0.0280         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0290         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0300         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0310         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0320         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0330         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0340         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0350         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0360         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0370         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0380         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0390         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0400         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0410         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0420         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0430         0.00         0.00         0.00         0.00         1.00         0.00         0.00
