  Time         LC_1         LC_2         LC_3         LC_4 Palpation Force        X_pos        Y_pos
0.0000         8.99         5.94         9.64         6.26        30.84       114.68       143.64
0.0010         8.53         5.62         9.14         5.95        29.24       114.71       143.63
0.0020         8.05         5.31         8.65         5.62        27.62       114.73       143.61
0.0030         7.58         4.97         8.15         5.30        26.01       114.73       143.60
0.0040         7.10         4.65         7.66         4.98        24.40       114.71       143.58
0.0050         6.61         4.33         7.15         4.65        22.74       114.69       143.56
0.0060         6.13         4.03         6.64         4.34        21.14       114.71       143.55
0.0070         5.65         3.72         6.15         4.01        19.53       114.69       143.55
0.0080         5.19         3.40         5.63         3.69        17.91       114.69       143.58
0.0090         4.73         3.09         5.13         3.37        16.32       114.71       143.63
0.0100         4.23         2.74         4.64         3.06        14.67       114.69       143.70
0.0110         3.71         2.42         4.13         2.74        13.00       114.73       143.72
0.0120         3.24         2.12         3.61         2.42        11.40       114.82       143.77
0.0130         2.77         1.82         3.10         2.09         9.78       114.96       143.82
0.0140         2.29         1.49         2.61         1.76         8.15       115.07       143.86
0.0150         1.79         1.17         2.12         1.44         6.52       115.21       143.87
0.0160         1.31         0.84         1.62         1.13         4.90       115.37       143.97
0.0170         0.84         0.00         1.12         0.81         2.77       112.33       146.87
0.0180         0.00         0.00         0.60         0.00         1.00       100.85       132.49
0.0190         0.00         0.00         0.00         0.00         1.00        89.36       118.09
0.0200         0.00         0.00         0.00         0.00         1.00        77.90       103.68
0.0210         0.00         0.00         0.00         0.00         1.00        66.39        89.29
0.0220         0.00         0.00         0.00         0.00         1.00        54.83        74.89
0.0230         0.00         0.00         0.00         0.00         1.00        43.24        60.48
0.0240         0.00         0.00         0.00         0.00         1.00        31.68        46.08
0.0250         0.00         0.00         0.00         0.00         1.00        20.08        31.71
0.0260         0.00         0.00         0.00         0.00         1.00         8.44        17.25
0.0270         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0280         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0290         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0300         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0310         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0320         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0330         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0340         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0350         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0360         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0370         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0380         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0390         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0400         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0410         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0420         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0430         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0440         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0450         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0460         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0470         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0480         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0490         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0500         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0510         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0520         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0530         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0540         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0550         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0560         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0570         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0580         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0590         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0600         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0610         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0620         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0630         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0640         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0650         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0660         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0670         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0680         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0690         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0700         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0710         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0720         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0730         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0740         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0750         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0760         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0770         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0780         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0790         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0800         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0810         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0820         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0830         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0840         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0850         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0860         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0870         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0880         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0890         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0900         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0910         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0920         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0930         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0940         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0950         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0960         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0970         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0980         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.0990         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1000         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1010         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1020         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1030         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1040         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1050         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1060         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1070         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1080         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1090         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1100         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1110         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1120         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1130         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1140         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1150         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1160         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1170         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1180         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1190         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1200         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1210         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1220         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1230         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1240         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1250         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1260         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1270         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1280         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1290         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1300         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1310         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1320         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1330         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1340         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1350         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1360         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1370         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1380         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1390         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1400         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1410         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1420         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1430         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1440         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1450         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1460         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1470         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1480         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1490         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1500         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1510         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1520         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1530         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1540         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1550         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1560         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1570         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1580         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1590         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1600         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1610         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1620         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1630         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1640         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1650         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1660         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1670         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1680         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1690         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1700         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1710         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1720         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1730         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1740         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1750         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1760         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1770         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1780         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1790         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1800         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1810         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1820         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1830         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1840         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1850         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1860         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1870         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1880         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1890         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1900         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1910         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1920         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1930         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1940         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1950         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1960         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1970         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1980         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.1990         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2000         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2010         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2020         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2030         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2040         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2050         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2060         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2070         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2080         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2090         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2100         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2110         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2120         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2130         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2140         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2150         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2160         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2170         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2180         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2190         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2200         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2210         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2220         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2230         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2240         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2250         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2260         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2270         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2280         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2290         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2300         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2310         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2320         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2330         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2340         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2350         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2360         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2370         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2380         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2390         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2400         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2410         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2420         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2430         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2440         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2450         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2460         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2470         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2480         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2490         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2500         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2510         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2520         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2530         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2540         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2550         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2560         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2570         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2580         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2590         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2600         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2610         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2620         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2630         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2640         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2650         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2660         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2670         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2680         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2690         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2700         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2710         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2720         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2730         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2740         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2750         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2760         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2770         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2780         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2790         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2800         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2810         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2820         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2830         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2840         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2850         0.00         0.00         0.00         0.00         1.00         0.00         0.00
0.2860         0.00         0.00         0.00         0.00         1.00         0.00         0.00
